,commentText,commentClassification
2130,"~~try to use pagination while fetching, not post fetching.~~

try to retain the order of the brand, if there are multiple fetch is happening",add LOGICAL_SUGGESTION end
2131,try use Object.null'('),add CODE_SUGGESTION end
2132,"why we need to fetch all `ProductEntities`each time? 

how do you retain the order in list for pagination. is it returning linked list?",add QUESTIONING end
2133,possible null pointer exception,add BUGGYCODE_SUGGESTION end
2134,"try use builder option or mapper, instead of constructor with all fields",add CODE_SUGGESTION end
2135,"@{5cdaaddc7c13590d66b4216e} , Pls add test case for the same, after that we can merge.",add COMPLETENESS_SUGGESTION end
2136,A small suggestion. This DateTimeFormatter can be set as a static variable,add REFACTORING_SUGGESTION end
2137,"This change has introduced a bug, a null pointer exception.

due to this, an outlet could not be associated with a company.

i have handled this in below commit :

[ data-inline-card='' }",add BUGGYCODE_SUGGESTION end
2138,"Why is this removed? And are we using it in any of our reports?

‌",add QUESTIONING end
2139,"Please do not comment this. If there is any lag/issue in consumer, mappings will get handled from here. ",add LOGICAL_SUGGESTION end
2140,"Here since we are fetching globalOutletId from the outlet-service. So as per my view, need to handle the case if outlet-service returns already existing globalOutletId in the api. @{5cdaaddc7c13590d66b4216e} ",add LOGICAL_SUGGESTION end
2141,"@{5d22dbd5ea26c40c2043f20b} , see if we can use 2 functions instead of using boolean as a parameter.",add LOGICAL_SUGGESTION end
2142,Please handle for multiple company also.,add CODE_SUGGESTION end
2143,"` $appName: String!, $appIdentifier: String!` these are not mandatory, remove the “!” ",add CODE_SUGGESTION end
2144,You can add payment and cube related tables for joins,add LOGICAL_SUGGESTION end
2145,Please check the label with product,add COMPLETENESS_SUGGESTION end
2146,"@{5cdaaddc7c13590d66b4216e} , there are multiple conditions that are possible here.

1. If it is a single word and we are supposed to do a like search the aspect you have provided works fine.
2. If it is multiple words, then there are 2 options

    1. Working with the phrase where term query to be used
    2. any of the words matching then different query criteria to be used
    
3. Escaping of the special characters is also to be taken up.

Do let me know if further details are needed in this regard.

‌",add LOGICAL_SUGGESTION end
2147,"@{5cdaaddc7c13590d66b4216e} , from the new code perspective

1. Please check for presence of any other characters and then give the right indications of failure.
2. Based on the current regex, the replacements happens to compare only the beginning. Hope this is the requirement.

‌",add LOGICAL_SUGGESTION end
2148,"@{5cdaaddc7c13590d66b4216e} , the second part is still not confirmed. Can you please confirm.",add COMPLETENESS_SUGGESTION end
2149,this can be removed.,add REFACTORING_SUGGESTION end
2150,is there any ui changes involved with this?,add QUESTIONING end
2151,"1. Why is update of is direct fulfill and draft required here ?

2'. What if payment has already synced ?

3'. Also when calldone == 1, Can there be a case where payment needs to be reset ?",add QUESTIONING end
2152,what is the purpose of this ?,add QUESTIONING end
2153,"It is a bug that I have resloved now… Previously if retry happened, why should we make that transaction edit and fulfill ?",add QUESTIONING end
2154,"As we are updating status of failed payment, we should not change that to edit and fulfill….correct.",add LOGICAL_SUGGESTION end
2155,Please resolve the conflict.,add LOGISTICS_SUGGESTION end
2156,"please give proper name to dataPresent1, maybe like data present from response",add SPELLING_SUGGESTION end
2157,Is this required ?,add QUESTIONING end
2158,What is this page record size meant for ?,add QUESTIONING end
2159,Resolve the conflict.,add LOGISTICS_SUGGESTION end
2160,"Does warehouse setting key value hashmap contain company setting hashmap ?

If no, then initialise company setting utils and use that here.",add CODE_SUGGESTION end
2161,"you can refer to `public boolean isPreGstEnabled(String warehouseId, Context context) {` method for same.",add CODE_SUGGESTION end
2162,How did this piece of code broke now ? I think it was like this since long.,add BUGGYCODE_SUGGESTION end
2163,@{5cd11b885c99a60dcbae06e1} Can it not be a case that at position 0 default value like “please select“ could be present and then it would have worked fine?,add QUESTIONING end
2164,@{5cd11b885c99a60dcbae06e1} Was this required to be added from backend ?,add QUESTIONING end
2165,How initializing with same variable ?,add QUESTIONING end
2166,Please resolve conflict.,add LOGISTICS_SUGGESTION end
2167,what was the reason of crash ? …..what you did to fix that ?,add QUESTIONING end
2168,"You are just logging, not returning…how will it resolve crash ?",add BUGGYCODE_SUGGESTION end
2169,"will it resolve the crash ?

‌",add BUGGYCODE_SUGGESTION end
2170,Do we still need to update the column “`AccountContract.UploadFileColumns.UPLOAD_FILE_LOCAL_URL`” with uploadFilePath? It’s  not local file path right? Please check it. May be we need to include it in “else” case.,add CODE_SUGGESTION end
2171,Why are we returning today’s date if size is one ?……As we discussed thet we need to check pending amount for that invoice and then based on that amount we need to return that date.,add BUGGYCODE_SUGGESTION end
2172,even this condition is not required i think,add LOGICAL_SUGGESTION end
2173,Please remove the comments.,add REFACTORING_SUGGESTION end
2174,"Below statement should be tiltle of pr……Please follow the rules.

Fixed '[Bug 55154'] - '[2.5.16.002']- Direct fulfill orders are not getting synced to the server",add LOGISTICS_SUGGESTION end
2175,remove this commented line,add REFACTORING_SUGGESTION end
2176,remove this function also. This also can be taken from skunit hashmap,add CODE_SUGGESTION end
2177,Please don’t miss to put bug title in PR title.,add LOGISTICS_SUGGESTION end
2178,why are we checking “/“ for empty url ?,add QUESTIONING end
2179,Please remove this condition also.,add REFACTORING_SUGGESTION end
2180,Resolve the conflict.,add LOGISTICS_SUGGESTION end
2181,"For now just commented the calling function, ideally API should give access token in login API itself. 

‌",add LOGICAL_SUGGESTION end
2182,Please resolve the conflict.,add LOGISTICS_SUGGESTION end
2183,Please never miss title of pr.,add LOGISTICS_SUGGESTION end
2184,are we hardcoding this ? specific to company ?,add BUGGYCODE_SUGGESTION end
2185,Please check do we really need to use Companion object like this and call get methods.,add LOGICAL_SUGGESTION end
2186,"Please use constants for request code, instead of using magic numbers like this.",add BUGGYCODE_SUGGESTION end
2187,"Please use constants for request code, instead of using magic numbers like this.",add BUGGYCODE_SUGGESTION end
2188,This can  be List instead of ArrayList in the declaration.,add CODE_SUGGESTION end
2189,Check the  way of calling get methods here.,add CODE_SUGGESTION end
2190,Use constants with proper meaningful name instead of magic number.,add BUGGYCODE_SUGGESTION end
2191,Please get the title from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2192,"Please use constants for request code, instead of using magic numbers like this.",add BUGGYCODE_SUGGESTION end
2193,Please remove commented code.,add REFACTORING_SUGGESTION end
2194,what is '*'*'*'* ?,add QUESTIONING end
2195,What was the issue here?,add QUESTIONING end
2196,Can remove the “`StringUtils.isEmpty(mDomainUrl)`” condition as it’s already checked above.,add REFACTORING_SUGGESTION end
2197,Can remove the “`StringUtils.isEmpty(mDomainUrl)`” condition as it’s already checked above.,add REFACTORING_SUGGESTION end
2198,Remove the commented code.,add REFACTORING_SUGGESTION end
2199,"While resolving conflicts, please change the target branch to “development” as we are not including it in [2.5.17.XXX]() release.",add LOGISTICS_SUGGESTION end
2200,Please format.,add REFACTORING_SUGGESTION end
2201,Please check the chance of “`mRemarksView!!.text.toString()`” getting null. Better get this value into a local string and use StringUtils.isEmpty'(') method. Check it once.,add CODE_SUGGESTION end
2202,Please add alternate string resources for all the supported languages.,add CODE_SUGGESTION end
2203,Reformat the code.,add REFACTORING_SUGGESTION end
2204,Reformat the code.,add REFACTORING_SUGGESTION end
2205,why are we deleting this condition ?….this may cause other issue…..is below condition equivelent to this one ?,add BUGGYCODE_SUGGESTION end
2206,Do not miss title of PR…add bug title in it,add LOGISTICS_SUGGESTION end
2207,Remove the commented code below.,add REFACTORING_SUGGESTION end
2208,Remove the commented code.,add REFACTORING_SUGGESTION end
2209,"What is this comment? If it’s only for testing, need to remove? Please check.",add REFACTORING_SUGGESTION end
2210,Rename the class “**App'_version'_table**”. Never use underscores'('_') in file names/class names. This is blunder. Please avoid it in future also.,add SPELLING_SUGGESTION end
2211,Format the code.,add REFACTORING_SUGGESTION end
2212,Create a “TAG” and use it across the file for logging.,add CODE_SUGGESTION end
2213,This else block can be removed as it’s type is already assigned with ““,add REFACTORING_SUGGESTION end
2214,Rename the class name and file name.,add SPELLING_SUGGESTION end
2215,Refactor the code.,add REFACTORING_SUGGESTION end
2216,Why do we need empty query builder class?,add QUESTIONING end
2217,"@{5c6a488c0413b7214a96e55e} Remove it for now. If required, we can add it in future.",add CODE_SUGGESTION end
2218,Use string literals from “strings.xml” instead of hard coding. Also have alternate string resources for supported languages.,add BUGGYCODE_SUGGESTION end
2219,Use “showToast'(')” method from BaseActivity to show the toast messages.,add CODE_SUGGESTION end
2220,"Use string constant instead of hardcoding string for play store url. Also please note, you are using “http” which is not secured. Use “https”. We are already using same URL in ErrorActivity. Try to create constant and reuse it across the app.",add BUGGYCODE_SUGGESTION end
2221,Don’t use “my” in any kind of variable names… Please correct it.,add SPELLING_SUGGESTION end
2222,Use “showToast” method and don’t use hard coded messages. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2223,Please don’t hard code strings in the code. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2224,Please don’t hard code strings in the code. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2225,Please don’t hard code strings in the code. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2226,Please don’t hard code strings in the code. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2227,Please don’t hard code strings in the code. Get it from “strings.xml”.,add BUGGYCODE_SUGGESTION end
2228,"Almost same code in all the cases, it can be improved by writing a method.",add BUGGYCODE_SUGGESTION end
2229,"Avoid using variable names with 1, 2, 3 numbers, which won’t give any proper meaning. Please use meaningful names for the variables.",add SPELLING_SUGGESTION end
